CDSEXE,MTREV,NBENF,CDSITFAM,CDTMT,CDMOTDEM,CDCATCL,RANGAGEAD,RANGAGEDEM,ADH,RANGADH
2,0,0,M,0,DV,21,5.0,,32,7.0
2,0,0,A,0,DV,21,5.0,,26,6.0
3,0,0,A,0,DV,21,4.0,9.0,26,6.0
3,0,0,A,0,DV,21,6.0,,30,7.0
2,0,0,A,0,DV,21,3.0,9.0,30,7.0
3,0,0,A,0,DV,21,2.0,9.0,31,7.0
2,0,0,M,0,DV,21,3.0,9.0,30,7.0
3,0,0,A,0,DV,21,5.0,,30,7.0
3,0,0,M,0,DV,21,4.0,,32,7.0
2,0,0,M,0,DV,21,3.0,9.0,28,6.0
2,1963,2,G,0,DV,21,1.0,7.0,30,7.0
3,0,0,A,0,DV,21,1.0,6.0,26,6.0
3,1785,0,D,0,DV,21,4.0,9.0,26,6.0
4,0,0,C,0,DV,21,5.0,,25,6.0
3,0,0,A,0,DV,21,3.0,9.0,30,7.0
2,0,0,A,0,RA,21,1.0,6.0,26,6.0
3,0,0,A,0,DV,21,2.0,8.0,27,6.0
2,0,0,C,0,DV,21,2.0,7.0,26,6.0
3,0,0,A,0,DV,21,5.0,,24,5.0
2,0,0,A,0,DV,21,5.0,,25,6.0
3,0,0,M,0,DV,21,1.0,7.0,31,7.0
2,0,0,A,0,DV,21,2.0,8.0,31,7.0
3,0,0,A,0,DV,21,4.0,9.0,24,5.0
2,0,0,A,0,DV,21,3.0,9.0,29,6.0
2,0,0,A,0,DV,21,4.0,9.0,23,5.0
2,0,0,A,0,DV,21,3.0,9.0,30,7.0
2,0,0,A,0,DV,10,8.0,,29,6.0
3,0,0,A,0,DV,21,2.0,6.0,23,5.0
3,0,0,M,0,DV,21,5.0,,24,5.0
2,0,0,A,0,DV,21,3.0,9.0,29,6.0
2,0,0,A,0,DV,21,6.0,,29,6.0
3,0,0,A,0,DV,21,6.0,,24,5.0
3,0,0,A,0,DV,21,2.0,8.0,30,7.0
3,0,0,A,0,DV,21,2.0,7.0,27,6.0
3,0,0,A,0,DV,21,3.0,8.0,24,5.0
3,2378,3,M,0,DV,21,1.0,6.0,27,6.0
2,0,0,A,0,DV,21,5.0,,28,6.0
2,0,0,M,0,DV,21,2.0,7.0,26,6.0
2,0,0,M,0,DV,21,5.0,,29,6.0
3,0,0,A,0,DV,21,3.0,8.0,26,6.0
2,0,0,A,0,DV,21,3.0,8.0,25,6.0
2,0,0,A,0,DV,21,6.0,,27,6.0
3,0,0,A,0,DV,21,4.0,,27,6.0
2,0,0,A,0,DV,21,6.0,,25,6.0
3,0,0,A,0,DV,21,8.0,,25,6.0
2,0,0,A,0,DV,21,8.0,,26,6.0
3,0,0,A,0,DV,21,2.0,7.0,24,5.0
2,0,0,A,0,DV,21,2.0,7.0,23,5.0
3,0,0,A,0,DA,21,8.0,,27,6.0
2,0,0,A,0,DV,21,3.0,8.0,24,5.0
3,0,0,A,0,DV,21,3.0,9.0,26,6.0
2,0,0,A,0,DV,21,4.0,9.0,26,6.0
3,0,0,A,0,DV,21,5.0,9.0,23,5.0
2,0,0,A,0,DV,10,2.0,8.0,28,6.0
2,0,0,A,0,DV,21,8.0,,26,6.0
2,0,0,A,0,RA,21,3.0,7.0,23,5.0
2,0,0,A,0,DV,21,4.0,9.0,24,5.0
3,0,0,A,0,DV,21,3.0,8.0,24,5.0
2,0,0,A,0,DV,21,1.0,5.0,23,5.0
3,0,0,A,0,DV,21,3.0,7.0,23,5.0
3,0,0,M,2,DV,21,3.0,9.0,28,6.0
2,0,0,A,0,DV,21,5.0,9.0,24,5.0
3,0,0,A,0,DV,21,2.0,7.0,23,5.0
2,0,0,A,0,DV,21,4.0,9.0,24,5.0
2,0,0,A,0,DV,21,4.0,8.0,22,5.0
3,0,0,A,0,DV,21,4.0,8.0,22,5.0
3,0,0,M,0,DA,21,1.0,6.0,26,6.0
2,0,0,A,0,DV,21,2.0,7.0,24,5.0
3,0,0,V,0,DV,21,7.0,,27,6.0
3,0,0,B,0,DA,21,2.0,6.0,22,5.0
3,0,0,A,0,DV,21,3.0,7.0,23,5.0
3,0,0,A,0,DV,21,6.0,,21,5.0
3,1732,2,M,0,DV,21,2.0,8.0,27,6.0
2,0,0,A,0,DV,21,5.0,,21,5.0
2,0,0,A,0,DV,21,7.0,,23,5.0
3,1537,3,D,0,DV,21,5.0,,25,6.0
3,0,0,M,0,DA,21,1.0,5.0,22,5.0
2,0,0,A,0,DV,21,2.0,6.0,23,5.0
2,0,0,A,0,DV,21,3.0,9.0,27,6.0
2,0,0,M,0,DV,21,2.0,7.0,27,6.0
3,0,0,M,0,DV,21,2.0,8.0,27,6.0
3,0,0,A,0,DV,21,6.0,,24,5.0
3,0,0,M,0,DV,21,5.0,,26,6.0
3,0,0,A,0,DV,21,6.0,,22,5.0
2,0,0,A,0,DV,21,6.0,,22,5.0
2,0,0,A,0,DV,21,4.0,9.0,24,5.0
3,0,0,A,0,DV,21,2.0,7.0,25,6.0
2,0,0,A,0,DV,21,5.0,,22,5.0
2,0,0,A,0,DV,21,7.0,,25,6.0
3,0,0,A,2,RA,10,4.0,9.0,26,6.0
2,0,0,A,0,DV,21,3.0,8.0,24,5.0
3,0,0,M,0,DV,21,4.0,9.0,26,6.0
2,0,0,D,0,RA,21,4.0,,27,6.0
3,0,0,A,0,DV,21,5.0,,27,6.0
2,0,0,A,0,RA,21,2.0,6.0,21,5.0
3,0,0,A,0,DV,21,5.0,,24,5.0
2,0,0,A,0,DV,21,8.0,,21,5.0
2,0,0,A,0,RA,21,4.0,8.0,22,5.0
2,0,0,M,0,RA,21,6.0,,26,6.0
3,0,0,A,0,DV,21,5.0,,27,6.0
3,0,0,A,0,DV,21,4.0,9.0,24,5.0
2,0,0,A,0,DV,21,3.0,7.0,21,5.0
3,0,0,A,0,DV,21,7.0,,24,5.0
4,0,0,C,0,DV,21,1.0,4.0,19,4.0
2,0,0,A,0,DV,21,7.0,,20,5.0
3,0,0,D,0,DA,21,3.0,7.0,22,5.0
4,0,0,C,0,DV,21,3.0,7.0,22,5.0
4,0,0,C,0,DV,21,8.0,,23,5.0
2,2552,1,M,0,DV,21,4.0,9.0,24,5.0
2,0,0,C,0,DV,21,5.0,,26,6.0
3,1186,0,B,2,DA,21,2.0,7.0,24,5.0
3,0,0,M,0,DA,21,4.0,8.0,24,5.0
3,0,0,A,0,DV,21,5.0,,24,5.0
3,0,0,M,0,DV,21,5.0,,23,5.0
2,2958,0,C,0,DV,21,1.0,6.0,23,5.0
3,0,0,M,0,DV,21,4.0,9.0,26,6.0
2,0,0,M,0,DV,21,6.0,,20,5.0
4,0,0,A,0,RA,21,4.0,9.0,25,6.0
3,1637,1,D,0,DV,21,1.0,5.0,20,5.0
4,0,0,C,0,DV,21,1.0,6.0,26,6.0
3,0,0,A,0,DV,21,6.0,,19,4.0
3,2057,3,M,0,DV,21,4.0,8.0,23,5.0
2,2462,3,M,0,DV,21,4.0,9.0,23,5.0
3,0,0,A,0,DV,21,2.0,7.0,25,6.0
2,0,0,A,0,DV,21,2.0,5.0,19,4.0
2,0,0,M,0,DV,21,2.0,7.0,25,6.0
2,0,0,A,0,DV,21,8.0,,20,5.0
2,0,0,A,0,DV,21,6.0,,24,5.0
2,0,0,M,0,DA,21,2.0,7.0,25,6.0
2,0,0,A,0,DV,21,4.0,8.0,20,5.0
2,0,0,M,0,DV,21,3.0,9.0,26,6.0
2,0,0,A,0,DV,21,5.0,9.0,19,4.0
3,0,0,A,0,DV,21,4.0,8.0,19,4.0
3,0,0,A,0,DV,21,4.0,8.0,22,5.0
3,0,0,A,0,DV,21,4.0,9.0,25,6.0
2,0,0,A,0,DV,21,5.0,9.0,20,5.0
3,0,1,M,0,DV,21,3.0,8.0,24,5.0
2,2984,1,M,0,DV,21,4.0,9.0,25,6.0
3,0,0,A,0,RA,21,7.0,,24,5.0
2,0,0,A,0,DV,21,8.0,,21,5.0
3,0,0,A,0,DV,21,6.0,,21,5.0
3,1905,2,A,0,DA,21,3.0,6.0,18,4.0
3,0,0,A,0,DV,21,2.0,6.0,21,5.0
2,0,0,A,0,DV,21,7.0,,20,5.0
2,0,0,A,0,DV,21,1.0,6.0,23,5.0
3,0,0,A,0,DV,21,3.0,8.0,21,5.0
3,0,0,A,0,DV,21,3.0,8.0,25,6.0
4,0,0,C,0,DV,21,5.0,,25,6.0
3,0,0,A,0,DV,21,7.0,,24,5.0
3,0,0,A,0,DV,21,6.0,,23,5.0
2,0,0,A,0,DV,21,2.0,6.0,19,4.0
3,0,0,M,0,DV,21,5.0,9.0,19,4.0
2,0,0,A,0,DV,21,6.0,,19,4.0
3,0,0,A,0,DV,21,3.0,8.0,23,5.0
2,0,0,A,0,DV,21,2.0,7.0,23,5.0
3,0,0,A,0,DV,21,2.0,6.0,23,5.0
3,0,0,D,2,DV,21,2.0,6.0,20,5.0
2,1443,0,D,0,DV,21,4.0,9.0,25,6.0
2,0,0,M,0,DV,21,2.0,7.0,24,5.0
2,0,0,A,0,DV,21,4.0,9.0,25,6.0
3,0,0,A,0,DV,21,4.0,8.0,20,5.0
3,0,0,A,0,DV,21,4.0,9.0,21,5.0
3,0,0,A,0,DV,21,2.0,6.0,19,4.0
2,0,0,M,0,DV,21,5.0,,24,5.0
2,0,2,M,0,DV,21,3.0,7.0,23,5.0
3,0,0,A,0,DV,21,2.0,7.0,25,6.0
2,0,0,A,0,DV,21,4.0,8.0,20,5.0
3,0,0,A,0,DV,21,4.0,8.0,20,5.0
2,0,0,A,0,DV,21,2.0,6.0,18,4.0
3,0,0,M,0,DV,21,4.0,8.0,23,5.0
2,0,0,A,2,DV,21,7.0,,20,5.0
2,0,0,A,0,DV,21,6.0,,22,5.0
2,1909,0,M,0,DV,21,2.0,7.0,24,5.0
3,0,0,A,0,DV,21,3.0,7.0,20,5.0
2,2393,1,M,0,DV,21,6.0,,24,5.0
3,0,0,A,0,DV,21,6.0,9.0,18,4.0
3,0,0,A,0,DV,21,8.0,,18,4.0
4,0,0,C,0,DV,21,3.0,7.0,24,5.0
3,1271,2,M,0,DV,21,1.0,5.0,23,5.0
2,0,0,A,2,DV,21,3.0,7.0,19,4.0
2,0,0,M,0,DV,21,3.0,8.0,24,5.0
3,0,0,A,0,DV,21,3.0,7.0,19,4.0
3,0,0,M,0,DV,21,5.0,,25,6.0
2,0,0,M,0,DV,21,5.0,,25,6.0
2,0,0,A,0,DV,21,1.0,6.0,24,5.0
2,0,0,A,0,DV,21,3.0,6.0,19,4.0
2,3048,2,M,0,DV,21,1.0,5.0,20,5.0
3,0,0,A,0,DV,21,6.0,,25,6.0
3,2591,1,M,0,DV,21,5.0,,24,5.0
3,0,0,M,0,DV,21,4.0,9.0,22,5.0
2,0,1,M,0,DV,21,3.0,8.0,25,6.0
2,0,1,M,0,DV,21,4.0,9.0,23,5.0
2,0,0,A,0,DV,21,5.0,,23,5.0
3,0,1,A,0,DV,21,2.0,7.0,22,5.0
2,0,0,A,0,DV,21,6.0,,20,5.0
2,0,0,A,0,DV,21,6.0,,21,5.0
2,0,0,M,0,DV,21,7.0,,22,5.0
2,0,0,A,0,DV,21,8.0,,21,5.0
2,0,0,A,0,DV,21,7.0,,18,4.0
2,0,0,A,0,DV,21,8.0,,17,4.0
2,0,0,M,0,DV,21,8.0,,20,5.0
3,1944,2,D,2,DA,21,3.0,7.0,20,5.0
2,0,0,A,2,DV,21,5.0,9.0,24,5.0
2,0,0,M,0,DV,21,5.0,9.0,20,5.0
2,1783,2,D,0,DV,21,3.0,7.0,21,5.0
2,0,0,A,0,DV,21,3.0,7.0,19,4.0
2,0,0,A,0,DV,21,3.0,8.0,24,5.0
3,0,0,A,0,DV,21,3.0,7.0,21,5.0
3,0,0,A,0,DV,21,7.0,,18,4.0
2,0,0,M,0,DV,21,4.0,8.0,20,5.0
2,0,0,M,0,DV,21,4.0,,31,7.0
2,0,0,A,0,DV,21,3.0,8.0,26,6.0
3,0,0,M,0,DV,21,4.0,9.0,25,6.0
2,0,0,A,0,DV,21,5.0,,26,6.0
3,0,0,A,0,DV,21,7.0,,23,5.0
2,0,0,C,0,DV,21,2.0,6.0,23,5.0
3,0,0,A,0,DV,21,5.0,,24,5.0
2,0,0,A,2,DV,21,5.0,9.0,22,5.0
2,0,1,M,0,DV,21,5.0,,26,6.0
3,0,0,A,0,DV,21,8.0,,26,6.0
3,0,0,A,0,DV,10,2.0,7.0,26,6.0
2,0,0,M,0,DV,21,7.0,,26,6.0
2,0,0,A,0,DV,21,8.0,,22,5.0
2,0,0,A,0,DA,21,4.0,8.0,20,5.0
3,0,0,M,0,DA,21,2.0,7.0,24,5.0
4,1520,0,C,0,DV,21,1.0,6.0,26,6.0
3,0,0,A,0,DV,21,8.0,,19,4.0
2,0,0,A,2,DV,21,4.0,9.0,21,5.0
3,0,0,A,0,DV,21,5.0,9.0,21,5.0
2,0,0,A,0,DV,21,5.0,9.0,18,4.0
3,1981,2,D,0,DV,21,1.0,6.0,25,6.0
2,0,0,A,0,DV,21,8.0,,18,4.0
2,0,0,D,0,DV,21,2.0,6.0,24,5.0
3,0,0,A,0,DV,21,6.0,9.0,17,4.0
3,0,0,M,0,DV,21,7.0,,23,5.0
3,0,0,D,0,DV,21,4.0,8.0,17,4.0
4,0,0,C,0,DV,21,1.0,5.0,22,5.0
3,1590,1,D,0,DV,21,3.0,6.0,18,4.0
2,0,0,A,0,DV,21,3.0,,34,7.0
2,0,0,A,0,DV,21,2.0,8.0,32,7.0
3,0,0,A,0,DV,21,6.0,,30,7.0
2,0,0,A,0,DV,21,3.0,8.0,27,6.0
3,0,0,A,0,DV,21,8.0,,29,6.0
3,0,0,A,0,DV,21,3.0,8.0,25,6.0
2,0,0,M,0,DV,21,6.0,,28,6.0
3,0,0,A,0,DV,21,4.0,9.0,23,5.0
2,0,0,A,0,DV,21,5.0,9.0,23,5.0
3,0,0,A,0,RA,21,2.0,6.0,22,5.0
2,0,1,M,0,DV,21,2.0,7.0,28,6.0
3,0,0,V,0,DV,21,6.0,,28,6.0
3,0,0,A,0,DV,21,2.0,8.0,29,6.0
3,0,0,A,0,DV,21,8.0,,22,5.0
2,0,0,A,0,RA,21,2.0,6.0,22,5.0
3,0,0,A,0,DV,21,6.0,,27,6.0
3,0,0,A,0,DV,21,8.0,,23,5.0
2,0,0,A,0,DV,21,7.0,,27,6.0
3,0,0,A,0,DA,21,3.0,8.0,22,5.0
2,0,0,A,0,DV,21,5.0,,28,6.0
3,0,0,A,0,DV,21,4.0,,28,6.0
2,0,0,A,0,DV,21,1.0,5.0,21,5.0
3,0,0,C,0,DV,21,5.0,,27,6.0
3,0,0,A,0,DV,21,8.0,,22,5.0
2,0,0,A,0,DV,21,1.0,6.0,24,5.0
3,0,0,A,0,DV,21,5.0,,24,5.0
3,0,0,A,0,DV,21,4.0,9.0,25,6.0
4,0,0,C,0,DV,21,8.0,,26,6.0
2,0,0,A,0,DA,21,2.0,7.0,24,5.0
2,0,0,V,0,DV,21,2.0,7.0,26,6.0
2,0,0,M,0,DV,21,8.0,,26,6.0
3,0,2,D,0,DV,21,1.0,6.0,22,5.0
3,2347,0,M,0,DV,21,3.0,9.0,26,6.0
3,0,0,V,0,RA,21,8.0,,25,6.0
2,0,0,A,0,DV,21,7.0,,22,5.0
2,0,0,A,0,DV,21,5.0,9.0,20,5.0
3,0,0,D,0,DA,21,3.0,9.0,26,6.0
2,0,0,A,0,DV,21,8.0,,22,5.0
2,0,1,M,0,DV,21,3.0,9.0,26,6.0
3,0,0,A,0,DV,21,4.0,9.0,25,6.0
2,0,0,A,0,DV,21,3.0,8.0,24,5.0
2,0,0,A,0,DV,21,5.0,9.0,22,5.0
3,0,0,A,0,DV,21,4.0,9.0,26,6.0
4,0,0,C,0,DV,21,1.0,5.0,22,5.0
3,0,0,M,0,DV,21,6.0,,22,5.0
3,0,0,A,0,DV,21,4.0,9.0,21,5.0
3,0,0,A,0,DV,21,7.0,,22,5.0
3,0,0,A,0,DV,21,4.0,8.0,23,5.0
2,0,0,A,0,DV,21,5.0,9.0,23,5.0
3,0,0,A,0,DV,21,6.0,,23,5.0
3,0,2,M,0,DV,21,4.0,9.0,25,6.0
3,0,0,A,0,DV,21,2.0,6.0,19,4.0
2,0,0,A,0,DV,21,2.0,7.0,24,5.0
2,0,0,A,0,DV,21,5.0,9.0,20,5.0
3,0,0,M,0,DV,21,4.0,9.0,26,6.0
2,0,0,A,0,DV,21,4.0,9.0,26,6.0
3,0,0,A,0,DV,21,3.0,7.0,20,5.0
2,0,0,A,0,DA,21,5.0,9.0,21,5.0
3,0,0,A,0,DV,21,2.0,6.0,21,5.0
2,0,0,A,2,DV,10,2.0,7.0,24,5.0
3,0,0,M,0,DV,21,5.0,,24,5.0
2,0,0,A,0,DV,21,5.0,9.0,20,5.0
3,0,0,A,0,DV,21,1.0,4.0,18,4.0
2,0,0,A,0,DV,21,1.0,5.0,18,4.0
3,0,0,A,0,DV,21,7.0,,21,5.0
2,0,0,A,0,DV,21,4.0,8.0,20,5.0
3,0,0,M,0,DV,21,6.0,,24,5.0
2,0,0,M,0,DV,21,8.0,,24,5.0
2,0,0,A,0,DV,21,4.0,9.0,24,5.0
2,0,0,A,0,DA,21,5.0,9.0,19,4.0
2,0,0,A,0,DV,21,5.0,9.0,19,4.0
2,0,0,A,0,DV,21,8.0,,23,5.0
3,0,0,A,0,DV,10,3.0,8.0,24,5.0
2,0,0,A,0,DV,21,5.0,9.0,22,5.0
3,0,0,A,0,DV,21,3.0,8.0,23,5.0
2,0,0,M,0,DV,21,4.0,8.0,23,5.0
2,0,0,A,0,DV,21,6.0,,22,5.0
2,0,0,U,0,DV,21,2.0,7.0,24,5.0
2,0,0,M,0,DV,21,6.0,,24,5.0
3,0,0,M,0,DV,21,4.0,9.0,24,5.0
3,1654,2,M,0,DV,21,1.0,5.0,24,5.0
2,0,0,M,0,DV,21,5.0,,24,5.0
2,0,0,A,0,DV,21,7.0,,22,5.0
3,0,0,A,0,DV,21,6.0,,22,5.0
2,0,0,A,0,RA,21,4.0,9.0,22,5.0
2,2286,0,A,0,DV,21,6.0,9.0,19,4.0
3,0,0,A,0,DV,21,3.0,7.0,19,4.0
2,0,0,M,0,DV,21,7.0,,24,5.0
3,0,0,A,0,DV,21,7.0,,22,5.0
3,0,0,V,0,DV,21,7.0,,22,5.0
2,0,0,A,0,DV,21,1.0,5.0,22,5.0
4,0,0,C,0,DV,21,4.0,8.0,23,5.0
3,0,0,M,0,DV,21,4.0,9.0,23,5.0
3,0,0,A,0,DV,21,2.0,6.0,22,5.0
3,0,0,A,0,DV,21,6.0,,20,5.0
3,0,0,A,0,DV,21,7.0,,20,5.0
3,0,0,B,0,DA,21,6.0,,20,5.0
2,0,0,M,2,DV,21,1.0,6.0,23,5.0
3,0,0,A,0,DV,21,6.0,,19,4.0
2,0,0,A,0,DV,21,3.0,8.0,24,5.0
2,0,0,V,0,DV,21,7.0,,24,5.0
3,0,0,A,0,DV,21,6.0,,20,5.0
2,0,0,A,0,DV,21,3.0,7.0,22,5.0
3,0,0,M,0,DV,21,1.0,6.0,23,5.0
3,0,0,A,0,DV,21,6.0,,19,4.0
3,0,0,A,0,DV,21,6.0,9.0,16,4.0
2,0,0,A,0,DV,21,6.0,,21,5.0
3,0,0,M,0,DV,21,2.0,6.0,23,5.0
4,0,0,C,0,DV,21,4.0,8.0,17,4.0
2,0,0,A,0,DV,21,6.0,9.0,19,4.0
3,0,0,M,0,DV,21,5.0,,21,5.0
2,2583,3,U,0,DV,21,1.0,6.0,23,5.0
3,2336,0,D,0,DV,21,6.0,,23,5.0
3,0,0,V,0,DV,21,3.0,7.0,20,5.0
3,0,0,A,0,DV,21,2.0,6.0,18,4.0
3,0,0,A,0,DV,21,2.0,6.0,18,4.0
3,0,0,M,0,DV,21,3.0,8.0,22,5.0
3,1385,0,D,0,DV,21,6.0,,23,5.0
3,0,0,A,0,DV,21,4.0,8.0,18,4.0
3,0,0,A,0,DV,21,7.0,,24,5.0
3,0,0,A,0,DV,21,3.0,9.0,28,6.0
2,0,0,A,0,DV,21,4.0,,28,6.0
2,0,0,A,0,DV,21,5.0,,31,7.0
3,0,0,A,0,DV,21,5.0,,31,7.0
2,0,0,A,0,DV,21,6.0,,30,7.0
3,0,0,V,0,DV,21,3.0,,33,7.0
3,0,0,A,0,DV,21,5.0,,32,7.0
2,0,0,M,0,DV,21,4.0,,31,7.0
3,0,0,A,0,DV,21,3.0,8.0,28,6.0
3,0,0,A,0,DV,21,2.0,8.0,28,6.0
4,0,0,C,0,DV,21,5.0,,32,7.0
2,0,0,A,0,DV,21,5.0,,26,6.0
3,0,0,A,0,DV,21,7.0,,32,7.0
2,0,0,A,0,DV,21,5.0,,30,7.0
2,0,0,A,0,DV,21,4.0,9.0,29,6.0
3,0,0,A,0,DV,21,3.0,9.0,29,6.0
2,0,0,A,0,DV,21,3.0,9.0,29,6.0
2,0,0,A,0,DV,21,6.0,,31,7.0
3,0,0,A,0,DV,21,3.0,9.0,31,7.0
2,0,0,A,0,DV,21,5.0,,31,7.0
4,0,0,C,0,DV,21,5.0,,28,6.0
2,0,0,A,0,DV,21,8.0,,27,6.0
3,0,0,A,0,DV,21,7.0,,29,6.0
3,0,0,A,0,DV,21,6.0,,28,6.0
2,0,0,A,0,DV,21,6.0,,28,6.0
3,2585,0,M,0,DV,21,3.0,9.0,28,6.0
3,1859,0,M,0,DV,21,2.0,8.0,32,7.0
2,2058,0,M,0,DV,21,3.0,9.0,31,7.0
2,0,0,A,0,DV,21,4.0,9.0,26,6.0
2,0,0,A,0,DV,21,6.0,,28,6.0
3,0,0,A,0,DV,21,5.0,,28,6.0
2,0,0,A,0,DV,10,7.0,,30,7.0
3,0,0,A,0,DV,21,3.0,8.0,26,6.0
2,0,0,M,0,DV,21,5.0,,29,6.0
3,0,0,A,0,DV,21,4.0,9.0,28,6.0
3,0,0,D,0,DV,21,4.0,,28,6.0
2,0,0,A,0,DV,21,5.0,,31,7.0
2,0,0,M,0,DV,21,6.0,,30,7.0
3,0,0,A,0,DV,21,3.0,9.0,29,6.0
4,0,0,C,0,DV,21,5.0,,28,6.0
3,0,0,A,0,DV,21,4.0,9.0,27,6.0
3,0,0,A,0,DV,21,4.0,9.0,28,6.0
2,0,0,A,2,DV,21,4.0,9.0,23,5.0
2,0,0,M,0,DV,21,3.0,9.0,29,6.0
3,0,0,A,0,DV,21,6.0,,28,6.0
3,0,0,A,0,DV,21,3.0,8.0,27,6.0
2,0,0,A,0,DV,21,2.0,8.0,27,6.0
4,0,0,C,0,DV,21,6.0,,23,5.0
3,0,0,A,0,DV,21,6.0,,28,6.0
2,0,0,M,0,DV,21,7.0,,30,7.0
2,0,0,A,0,DV,21,6.0,,25,6.0
3,0,0,A,0,DV,21,5.0,,24,5.0
2,0,0,A,0,DV,21,5.0,9.0,23,5.0
2,0,0,A,0,DV,21,7.0,,24,5.0
2,0,0,M,0,DV,21,3.0,9.0,28,6.0
3,0,0,M,0,DV,21,4.0,,28,6.0
2,0,0,M,0,DV,21,6.0,,29,6.0
3,0,0,A,0,DV,21,4.0,9.0,22,5.0
2,0,0,A,0,DV,21,7.0,,28,6.0
3,0,0,A,0,DV,21,5.0,,25,6.0
2,0,0,A,0,RA,21,2.0,6.0,21,5.0
3,0,0,A,0,DA,21,1.0,5.0,26,6.0
3,0,0,M,0,DA,21,1.0,7.0,28,6.0
2,0,0,A,0,DV,21,1.0,6.0,27,6.0
3,0,0,A,0,DV,21,1.0,6.0,27,6.0
3,0,0,A,0,DV,21,4.0,,28,6.0
3,0,0,A,0,DV,21,7.0,,27,6.0
3,0,0,A,0,DV,21,3.0,7.0,24,5.0
2,0,0,A,0,DV,21,3.0,7.0,22,5.0
2,0,0,A,0,DV,21,4.0,9.0,24,5.0
3,0,0,A,0,DV,21,7.0,,22,5.0
3,0,0,M,0,DV,21,6.0,,26,6.0
2,0,0,A,0,DV,21,6.0,,24,5.0
3,0,0,A,0,DV,21,4.0,9.0,24,5.0
2,0,0,A,0,DV,21,2.0,6.0,23,5.0
3,0,0,A,0,DV,21,4.0,9.0,25,6.0
2,0,0,A,0,DV,21,2.0,6.0,22,5.0
3,0,0,C,0,DV,21,6.0,,26,6.0
3,0,0,A,0,DV,21,5.0,,23,5.0
3,0,0,A,0,DV,21,2.0,7.0,24,5.0
3,0,0,A,0,DV,21,7.0,,25,6.0
3,0,0,A,0,DV,21,3.0,8.0,25,6.0
2,0,0,A,0,DV,21,6.0,,20,5.0
4,0,0,C,0,DV,21,2.0,6.0,22,5.0
2,0,0,A,2,DV,21,2.0,6.0,21,5.0
2,0,0,M,0,DV,21,6.0,,25,6.0
2,0,0,B,0,DV,21,3.0,8.0,23,5.0
2,0,0,A,0,DV,21,6.0,9.0,19,4.0
3,0,0,A,0,DV,21,6.0,,24,5.0
2,0,0,A,0,DV,21,6.0,,24,5.0
2,0,0,A,0,DV,21,8.0,,22,5.0
2,0,0,A,0,DV,21,2.0,5.0,19,4.0
3,0,0,A,0,DV,21,4.0,8.0,20,5.0
2,0,0,A,0,DV,21,3.0,7.0,20,5.0
2,0,0,M,2,DV,21,4.0,9.0,25,6.0
2,0,0,A,0,DV,21,3.0,8.0,24,5.0
3,0,0,A,0,DV,21,3.0,7.0,20,5.0
2,0,0,M,0,DV,21,7.0,,20,5.0
3,0,0,M,2,DV,21,7.0,,20,5.0
2,0,0,A,0,DV,21,7.0,,22,5.0
3,0,0,A,0,DV,21,1.0,5.0,20,5.0
2,0,0,A,0,DV,21,4.0,9.0,23,5.0
3,0,0,A,0,DV,21,6.0,,19,4.0
2,0,0,A,0,DV,21,8.0,,22,5.0
2,0,0,A,0,DV,21,3.0,7.0,23,5.0
2,0,0,A,0,DV,21,1.0,6.0,21,5.0
2,0,0,A,0,DV,21,3.0,7.0,21,5.0
3,0,0,A,0,DV,21,8.0,,18,4.0
2,0,0,M,0,DV,21,8.0,,19,4.0
3,0,0,A,0,DV,21,8.0,,17,4.0
2,0,0,A,0,DV,21,4.0,9.0,22,5.0
2,0,0,A,0,DV,21,6.0,,17,4.0
3,0,0,D,0,DA,21,3.0,7.0,21,5.0
2,0,0,A,0,DV,21,2.0,5.0,19,4.0
3,0,0,A,0,DV,21,5.0,9.0,20,5.0
2,0,0,A,0,DV,21,7.0,,23,5.0
4,0,0,C,0,DV,21,2.0,6.0,20,5.0
3,0,0,A,0,DV,21,4.0,7.0,17,4.0
2,0,0,A,0,DV,21,4.0,8.0,18,4.0
2,0,0,A,0,DV,21,8.0,,21,5.0
2,0,0,A,0,DV,21,1.0,5.0,18,4.0
3,0,0,A,0,DV,21,8.0,,29,6.0
3,0,0,A,0,DV,21,4.0,,30,7.0
2,0,0,M,0,DV,21,3.0,,33,7.0
2,0,0,A,0,DV,21,6.0,,34,7.0
2,0,0,A,0,DV,21,3.0,9.0,29,6.0
2,0,0,A,0,DV,21,4.0,,28,6.0
3,0,0,A,0,DV,21,2.0,9.0,33,7.0
3,0,0,A,0,DV,21,5.0,,29,6.0
2,0,0,A,0,DV,21,5.0,,29,6.0
3,0,0,M,0,DV,21,5.0,,30,7.0
2,0,0,M,0,DV,21,1.0,7.0,33,7.0
2,0,0,A,0,DV,21,2.0,7.0,27,6.0
2,0,0,A,0,DV,21,4.0,9.0,27,6.0
2,0,0,A,0,DV,21,3.0,9.0,28,6.0
2,0,0,M,0,DV,21,3.0,9.0,29,6.0
2,0,0,A,0,DV,21,4.0,9.0,28,6.0
2,0,0,M,0,DV,21,4.0,,31,7.0
2,0,0,A,0,DV,21,3.0,8.0,28,6.0
3,0,0,M,0,DV,21,3.0,9.0,29,6.0
3,0,0,A,0,DV,21,3.0,8.0,26,6.0
2,0,0,A,0,DV,21,6.0,,30,7.0
