CDSEXE,MTREV,NBENF,CDSITFAM,CDTMT,CDMOTDEM,CDCATCL,RANGAGEAD,RANGAGEDEM,ADH,RANGADH
3,0,1,D,0,DV,21,3.0,8.0,25,6.0
2,0,0,A,0,DV,21,3.0,7.0,20,5.0
3,0,0,D,0,DV,21,6.0,,19,4.0
2,0,0,A,0,DV,21,3.0,,33,7.0
4,0,0,C,0,DV,21,6.0,,28,6.0
2,0,0,M,0,DV,21,6.0,,34,7.0
3,0,0,A,0,DV,10,1.0,7.0,33,7.0
2,0,0,M,0,DV,21,4.0,,33,7.0
3,0,0,M,0,DV,21,3.0,,34,7.0
2,0,0,M,0,DV,21,3.0,,34,7.0
2,0,0,A,0,DV,21,4.0,,32,7.0
2,0,0,M,0,DV,21,3.0,9.0,34,7.0
3,0,0,A,0,DV,21,3.0,,32,7.0
2,0,0,A,0,DV,21,5.0,,28,6.0
3,0,0,A,0,DV,21,2.0,8.0,33,7.0
3,0,0,M,0,DV,21,3.0,9.0,30,7.0
2,0,0,A,0,DV,21,4.0,,29,6.0
3,0,0,A,0,DV,10,6.0,,33,7.0
3,0,0,A,0,DV,21,4.0,,28,6.0
2,0,0,A,0,DV,21,3.0,8.0,29,6.0
3,0,0,A,0,DV,21,3.0,,33,7.0
2,0,0,A,0,DV,21,5.0,,33,7.0
2,0,0,A,0,DV,21,3.0,,32,7.0
3,0,0,A,0,DV,21,3.0,9.0,29,6.0
2,0,0,A,0,DV,21,3.0,9.0,29,6.0
3,0,0,A,0,DV,21,2.0,8.0,31,7.0
3,2567,0,A,0,DV,21,3.0,9.0,32,7.0
2,0,0,C,0,DV,21,1.0,8.0,34,7.0
2,0,0,M,0,DV,21,5.0,,34,7.0
2,0,0,D,0,DV,21,7.0,,33,7.0
3,0,0,A,0,DV,21,2.0,8.0,29,6.0
2,0,0,A,0,DV,21,2.0,8.0,28,6.0
3,0,0,A,0,DV,21,3.0,,33,7.0
2,0,0,A,0,DV,21,3.0,9.0,33,7.0
4,0,0,C,0,DV,21,3.0,,31,7.0
3,1641,1,M,0,DV,21,1.0,8.0,34,7.0
2,0,0,A,0,DV,21,6.0,,33,7.0
2,0,0,M,0,DV,21,5.0,,28,6.0
3,0,3,A,0,DV,21,1.0,7.0,32,7.0
2,2818,3,M,0,DV,21,1.0,7.0,30,7.0
2,0,0,A,0,DV,21,3.0,,34,7.0
3,0,0,A,0,DV,21,2.0,7.0,28,6.0
3,0,0,A,0,DV,21,6.0,,29,6.0
3,0,0,A,0,DV,21,2.0,8.0,30,7.0
2,0,0,A,0,DV,21,4.0,9.0,28,6.0
3,0,0,D,0,DV,21,1.0,8.0,34,7.0
2,0,0,A,0,DV,21,6.0,,28,6.0
2,0,0,A,0,DV,21,4.0,,31,7.0
4,0,0,C,0,DV,21,4.0,,33,7.0
3,0,0,B,0,DV,21,3.0,,33,7.0
3,0,0,A,0,DV,21,3.0,9.0,33,7.0
2,0,0,A,0,DV,10,2.0,9.0,33,7.0
2,0,0,A,0,DV,21,6.0,,29,6.0
3,0,0,A,0,DV,21,6.0,,31,7.0
2,1693,0,A,0,DV,21,1.0,6.0,28,6.0
3,0,0,A,0,DV,21,2.0,9.0,31,7.0
3,0,0,A,0,DV,21,6.0,,30,7.0
3,0,0,A,0,DV,21,2.0,8.0,29,6.0
2,0,0,A,0,DV,21,3.0,9.0,29,6.0
4,0,0,C,0,DV,21,2.0,8.0,29,6.0
2,0,0,A,0,DV,21,1.0,8.0,32,7.0
3,0,0,A,0,DV,21,2.0,8.0,27,6.0
3,0,0,A,0,DV,21,3.0,8.0,28,6.0
2,0,0,A,0,DV,21,3.0,8.0,27,6.0
3,0,0,A,0,DV,21,5.0,,31,7.0
2,0,0,A,0,DV,21,2.0,8.0,32,7.0
3,0,0,A,0,DV,10,1.0,8.0,33,7.0
2,0,0,A,0,DV,21,3.0,9.0,32,7.0
2,0,0,A,0,DV,21,6.0,,31,7.0
3,0,0,A,0,DV,10,4.0,,33,7.0
3,0,0,A,0,DV,21,2.0,9.0,33,7.0
3,1923,0,M,0,DV,21,1.0,8.0,31,7.0
2,0,0,M,0,DV,21,2.0,8.0,32,7.0
3,0,0,A,0,DV,21,2.0,9.0,32,7.0
3,0,0,A,0,DV,21,4.0,9.0,27,6.0
2,0,0,A,0,DV,21,3.0,9.0,27,6.0
2,0,0,A,0,DV,21,3.0,9.0,33,7.0
4,0,0,C,0,DV,21,2.0,8.0,28,6.0
3,0,0,A,0,DV,21,4.0,,28,6.0
2,0,0,A,0,DV,21,4.0,,28,6.0
2,0,0,A,0,DV,21,4.0,,28,6.0
3,0,0,A,0,DV,21,1.0,8.0,33,7.0
2,0,0,A,0,DV,21,4.0,,28,6.0
2,0,0,A,0,DV,10,2.0,8.0,32,7.0
2,0,0,A,0,DV,21,5.0,,32,7.0
2,0,0,A,2,DV,21,3.0,8.0,29,6.0
4,0,0,C,0,DV,21,3.0,9.0,26,6.0
2,0,0,A,0,DV,21,8.0,,26,6.0
4,0,0,C,0,DV,21,2.0,8.0,28,6.0
3,0,0,A,0,DV,21,3.0,9.0,26,6.0
3,0,0,A,0,DV,21,2.0,8.0,26,6.0
2,0,0,A,0,DV,21,3.0,8.0,26,6.0
2,0,0,A,0,DV,21,4.0,,32,7.0
2,0,0,A,0,DV,21,5.0,,27,6.0
2,0,0,A,0,DV,21,1.0,8.0,33,7.0
3,0,0,A,0,RA,21,2.0,8.0,30,7.0
3,0,0,A,0,DV,21,1.0,7.0,29,6.0
3,0,0,A,0,DV,21,4.0,9.0,26,6.0
2,0,0,A,2,DV,21,4.0,9.0,26,6.0
3,0,0,A,0,DV,21,4.0,,28,6.0
3,0,0,A,0,DV,21,1.0,7.0,26,6.0
3,0,0,A,2,DV,21,7.0,,27,6.0
3,0,0,A,0,DV,21,2.0,7.0,29,6.0
2,0,0,A,0,DV,21,4.0,,30,7.0
3,0,0,A,0,DV,21,3.0,9.0,32,7.0
2,0,0,A,0,DV,21,3.0,9.0,30,7.0
2,0,0,A,0,DV,21,5.0,,28,6.0
2,0,0,A,2,DV,21,5.0,,26,6.0
2,0,0,A,0,DV,21,5.0,,26,6.0
3,0,0,A,0,DV,21,6.0,,28,6.0
4,0,0,C,0,DV,21,4.0,,32,7.0
3,0,0,A,0,DV,21,3.0,9.0,28,6.0
3,0,0,A,0,DV,21,5.0,,27,6.0
3,0,0,A,0,DV,21,5.0,,32,7.0
3,0,0,A,0,DV,21,3.0,9.0,29,6.0
2,0,0,A,0,RA,21,2.0,8.0,28,6.0
2,0,0,A,0,DV,21,2.0,8.0,30,7.0
3,0,0,A,0,DV,21,4.0,,29,6.0
2,0,0,A,0,DV,21,6.0,,26,6.0
3,0,0,A,0,DV,10,3.0,9.0,31,7.0
2,0,0,A,0,DV,10,4.0,,31,7.0
2,0,0,A,0,DV,21,3.0,8.0,27,6.0
3,0,0,M,0,DV,21,4.0,,30,7.0
2,0,0,A,2,DV,21,1.0,7.0,27,6.0
3,0,0,A,0,DV,21,3.0,8.0,26,6.0
2,0,0,A,0,DV,21,2.0,7.0,25,6.0
3,0,0,A,0,DV,21,3.0,9.0,30,7.0
3,0,0,A,0,DV,21,3.0,9.0,31,7.0
3,0,0,A,0,DV,21,4.0,,30,7.0
2,0,0,A,0,DV,21,3.0,9.0,29,6.0
2,0,0,A,0,DV,21,4.0,,29,6.0
2,0,0,A,0,DV,21,6.0,,28,6.0
3,0,4,M,0,DV,21,2.0,8.0,30,7.0
2,2967,0,A,0,DV,21,1.0,7.0,30,7.0
3,0,0,A,0,DV,21,3.0,8.0,25,6.0
2,0,0,A,0,DV,21,5.0,,28,6.0
3,0,0,A,0,DV,21,2.0,7.0,25,6.0
3,0,0,A,0,DV,21,4.0,9.0,28,6.0
2,0,0,C,0,DV,21,7.0,,32,7.0
3,0,0,A,0,DV,21,5.0,,27,6.0
3,0,0,A,0,DV,21,4.0,,29,6.0
2,0,0,A,0,DV,21,4.0,,29,6.0
4,0,0,C,0,DV,21,7.0,,31,7.0
2,0,0,M,0,DV,21,4.0,,31,7.0
3,0,0,V,0,DV,21,2.0,9.0,31,7.0
3,0,0,A,0,DV,21,2.0,8.0,30,7.0
3,0,0,A,0,DV,21,4.0,9.0,27,6.0
2,0,0,A,0,DV,21,6.0,,31,7.0
3,0,0,A,0,DV,21,2.0,8.0,30,7.0
2,0,0,A,0,DV,21,2.0,9.0,31,7.0
2,0,0,A,0,DV,21,3.0,9.0,27,6.0
2,0,0,A,0,DV,21,4.0,9.0,24,5.0
2,0,0,A,0,DV,21,3.0,9.0,31,7.0
3,0,0,A,0,DV,21,3.0,9.0,27,6.0
4,0,0,C,0,DV,21,2.0,7.0,27,6.0
3,0,0,A,0,DV,21,5.0,,28,6.0
2,0,0,M,0,DV,21,5.0,,30,7.0
3,0,0,A,0,DV,21,1.0,7.0,26,6.0
2,0,0,A,0,DV,21,3.0,,31,7.0
2,0,0,A,0,DV,21,6.0,,27,6.0
2,0,0,A,0,DV,21,2.0,8.0,29,6.0
2,0,0,A,0,DV,21,3.0,9.0,28,6.0
3,0,0,A,0,DV,21,4.0,9.0,25,6.0
3,0,0,A,0,DA,21,1.0,7.0,27,6.0
3,0,0,A,0,DV,21,3.0,9.0,28,6.0
2,0,0,B,0,DV,21,5.0,,30,7.0
3,0,0,A,0,DV,21,4.0,9.0,26,6.0
2,0,0,M,0,DV,21,8.0,,30,7.0
3,0,0,B,0,DV,21,4.0,,31,7.0
2,0,0,M,0,DV,21,4.0,,31,7.0
3,0,0,A,0,DV,21,2.0,8.0,27,6.0
4,0,0,C,0,DV,21,5.0,,28,6.0
2,0,0,A,0,DV,21,4.0,,28,6.0
3,0,0,A,2,DV,21,5.0,,27,6.0
2,0,0,A,0,DV,21,4.0,9.0,26,6.0
2,0,0,A,0,DV,21,4.0,,30,7.0
3,0,0,A,0,DV,21,2.0,8.0,30,7.0
3,0,0,A,0,DV,21,4.0,,29,6.0
2,1444,0,M,0,DV,21,5.0,,29,6.0
2,0,0,A,0,DV,21,4.0,,29,6.0
2,0,0,A,0,DV,21,1.0,7.0,27,6.0
4,0,0,C,0,DV,21,2.0,8.0,28,6.0
2,0,0,A,0,DV,21,3.0,8.0,25,6.0
2,0,0,A,0,DV,21,6.0,,28,6.0
3,0,0,A,0,DV,21,3.0,9.0,28,6.0
4,0,0,C,0,DV,21,3.0,8.0,23,5.0
4,0,0,C,0,DV,21,2.0,8.0,26,6.0
2,0,0,A,0,DV,21,7.0,,25,6.0
2,0,0,A,0,DV,21,5.0,,26,6.0
2,0,0,A,0,DV,21,5.0,,29,6.0
3,0,0,D,0,DV,21,5.0,,25,6.0
3,0,0,D,0,DV,21,2.0,7.0,27,6.0
3,0,0,A,0,DV,21,5.0,,28,6.0
2,0,0,A,0,DV,21,2.0,8.0,30,7.0
3,0,0,A,0,DV,21,5.0,,24,5.0
3,0,0,A,0,DV,21,6.0,,27,6.0
2,0,0,A,0,DV,21,5.0,9.0,23,5.0
3,0,0,M,0,DV,21,5.0,,29,6.0
3,0,0,A,0,DV,21,4.0,,27,6.0
2,0,0,A,0,DV,21,5.0,,30,7.0
3,0,0,A,0,DV,21,3.0,9.0,29,6.0
4,0,0,C,0,DV,21,3.0,8.0,25,6.0
3,0,0,D,0,DV,21,7.0,,25,6.0
2,0,0,M,0,DV,21,7.0,,29,6.0
2,2565,2,A,2,DA,21,2.0,7.0,26,6.0
3,0,0,V,0,DV,21,7.0,,28,6.0
3,0,0,A,0,DA,21,1.0,6.0,26,6.0
2,0,0,A,0,DV,21,1.0,6.0,26,6.0
3,0,0,M,0,DV,21,4.0,9.0,26,6.0
3,1829,1,A,0,DV,21,2.0,7.0,26,6.0
2,0,0,M,2,DV,21,7.0,,30,7.0
3,0,0,A,0,DV,21,4.0,,30,7.0
3,0,0,A,0,DA,21,3.0,8.0,26,6.0
3,0,0,A,0,DV,21,2.0,8.0,30,7.0
2,0,0,D,0,DA,21,4.0,9.0,26,6.0
3,0,0,A,0,DV,21,2.0,7.0,24,5.0
3,0,0,A,0,DV,21,6.0,,24,5.0
4,0,0,C,0,DV,21,3.0,8.0,26,6.0
3,0,0,A,0,DV,21,3.0,9.0,27,6.0
3,0,0,A,0,DV,21,5.0,,27,6.0
3,0,0,A,0,DV,21,3.0,9.0,28,6.0
3,0,0,A,0,DV,21,6.0,,28,6.0
2,0,0,A,0,DV,21,6.0,,28,6.0
3,0,0,M,0,DV,21,6.0,,29,6.0
2,0,0,A,0,DV,21,3.0,8.0,25,6.0
2,0,0,A,0,DV,21,4.0,,32,7.0
3,0,0,V,0,DV,21,4.0,,32,7.0
3,0,0,A,0,DV,21,6.0,,34,7.0
2,0,0,A,0,DV,21,3.0,8.0,27,6.0
2,0,0,A,0,DV,21,2.0,8.0,28,6.0
3,0,0,A,0,DV,21,8.0,,30,7.0
3,0,0,A,0,DV,21,2.0,8.0,27,6.0
2,0,0,A,0,DV,21,2.0,8.0,30,7.0
2,0,0,A,0,DV,21,5.0,,26,6.0
3,0,0,A,0,DV,21,5.0,,30,7.0
2,3922,2,M,0,DV,21,3.0,9.0,27,6.0
2,0,0,A,0,DV,21,5.0,,31,7.0
3,0,0,M,2,DV,21,4.0,9.0,28,6.0
3,0,0,A,0,DV,21,7.0,,23,5.0
2,0,0,M,2,DV,21,5.0,,26,6.0
3,0,0,A,0,DV,21,5.0,,30,7.0
4,0,0,C,0,DV,21,8.0,,28,6.0
3,0,0,A,0,DV,21,7.0,,25,6.0
3,0,0,A,2,DV,21,4.0,8.0,23,5.0
2,0,0,A,0,DV,21,1.0,6.0,26,6.0
3,0,0,V,0,DV,21,5.0,,30,7.0
2,0,0,A,0,DV,21,2.0,8.0,29,6.0
3,0,0,D,0,DV,21,1.0,6.0,28,6.0
2,0,0,A,0,DV,21,4.0,,29,6.0
3,0,0,A,0,DV,21,5.0,,23,5.0
2,0,0,A,0,DV,21,8.0,,28,6.0
3,0,0,A,0,DV,21,4.0,9.0,22,5.0
2,0,0,A,0,DV,21,5.0,,25,6.0
2,0,0,M,0,DV,21,3.0,8.0,23,5.0
2,0,0,A,0,DV,21,4.0,,27,6.0
4,0,0,C,0,DV,21,5.0,9.0,21,5.0
2,0,0,A,0,DV,21,4.0,9.0,26,6.0
2,0,0,A,0,DV,10,4.0,,27,6.0
3,0,0,A,2,DV,21,1.0,6.0,26,6.0
3,0,0,A,0,DV,21,6.0,,23,5.0
3,0,0,D,0,DV,21,5.0,,26,6.0
2,0,0,A,0,DV,21,4.0,9.0,28,6.0
2,0,0,M,2,DV,21,5.0,,28,6.0
2,0,0,A,0,DV,21,4.0,,28,6.0
2,0,0,A,0,DV,21,3.0,8.0,28,6.0
3,0,0,A,0,DV,21,5.0,9.0,22,5.0
3,0,0,A,0,DV,21,2.0,6.0,21,5.0
3,0,0,A,0,DV,21,3.0,8.0,21,5.0
2,0,0,A,0,DV,21,6.0,,25,6.0
2,0,0,A,0,DV,21,2.0,6.0,24,5.0
3,0,0,A,0,DV,21,3.0,8.0,25,6.0
2,0,0,A,0,DV,21,2.0,7.0,24,5.0
3,0,0,A,0,DV,21,4.0,9.0,24,5.0
3,0,0,M,0,DV,21,4.0,9.0,26,6.0
2,0,0,M,0,DV,21,2.0,6.0,22,5.0
2,0,0,A,0,DV,21,7.0,,20,5.0
3,0,0,A,0,DV,21,8.0,,25,6.0
3,0,0,A,0,DV,21,3.0,8.0,22,5.0
3,0,0,M,0,DV,21,1.0,5.0,24,5.0
3,0,0,A,0,DV,21,6.0,,22,5.0
3,0,0,M,0,DA,21,2.0,7.0,26,6.0
3,0,0,A,0,DV,21,4.0,9.0,22,5.0
2,0,0,A,0,DV,21,5.0,,22,5.0
3,1908,3,M,0,DV,21,1.0,6.0,26,6.0
2,0,0,A,0,DV,21,6.0,,23,5.0
3,997,1,D,0,DV,21,2.0,8.0,27,6.0
4,0,0,C,0,DV,21,6.0,,25,6.0
3,0,0,A,0,DV,21,7.0,,20,5.0
3,0,1,D,0,DV,21,2.0,7.0,26,6.0
2,0,0,M,0,DV,21,3.0,8.0,25,6.0
3,0,0,V,0,DA,21,6.0,,24,5.0
2,0,0,M,0,DV,21,3.0,8.0,24,5.0
4,0,0,C,0,DV,21,1.0,5.0,20,5.0
2,0,0,A,0,RA,21,2.0,7.0,26,6.0
3,0,0,A,0,DV,21,8.0,,20,5.0
3,2053,0,C,0,DV,21,2.0,6.0,20,5.0
4,1591,0,C,0,DV,21,1.0,5.0,18,4.0
3,1555,0,C,0,DV,21,2.0,6.0,20,5.0
3,0,0,A,0,DV,21,3.0,7.0,22,5.0
3,0,0,M,0,DV,21,6.0,,25,6.0
2,0,0,M,0,DV,21,3.0,8.0,25,6.0
3,0,0,V,0,DV,21,8.0,,25,6.0
3,0,0,A,0,DV,21,3.0,7.0,21,5.0
2,0,0,M,0,DV,21,2.0,7.0,25,6.0
3,0,0,A,0,DV,21,3.0,8.0,23,5.0
2,0,0,A,0,DV,21,2.0,6.0,21,5.0
3,0,0,A,0,DV,21,8.0,,23,5.0
3,0,0,A,0,DV,21,4.0,9.0,23,5.0
2,0,0,A,0,DV,21,3.0,7.0,21,5.0
4,0,0,C,0,DV,21,4.0,8.0,24,5.0
2,0,1,M,0,DV,21,2.0,7.0,22,5.0
3,0,0,V,0,DV,21,2.0,6.0,21,5.0
2,0,0,A,0,DV,21,3.0,7.0,17,4.0
2,0,0,A,0,DV,21,3.0,8.0,23,5.0
2,0,0,M,0,DV,21,4.0,9.0,22,5.0
3,0,0,A,0,DV,21,5.0,,21,5.0
2,0,0,A,0,DV,21,6.0,9.0,17,4.0
3,0,0,M,0,DV,21,4.0,9.0,24,5.0
3,0,0,A,0,DV,21,3.0,6.0,19,4.0
2,0,1,M,0,DV,21,1.0,6.0,24,5.0
2,0,0,B,0,DV,21,4.0,8.0,22,5.0
2,0,0,A,0,DV,21,5.0,9.0,20,5.0
3,0,0,A,2,DV,21,1.0,5.0,16,4.0
2,0,0,A,0,DV,21,1.0,4.0,16,4.0
3,0,0,B,0,DV,21,4.0,8.0,20,5.0
3,0,0,M,0,RA,21,4.0,8.0,20,5.0
2,0,0,A,0,DV,10,8.0,,22,5.0
2,0,0,A,0,DV,21,1.0,4.0,16,4.0
2,2190,3,M,0,DV,21,1.0,5.0,23,5.0
3,1913,3,M,2,DV,21,1.0,6.0,23,5.0
2,0,0,M,0,DV,21,7.0,,23,5.0
2,0,0,A,0,DV,21,5.0,9.0,22,5.0
2,0,0,A,0,DV,21,4.0,,33,7.0
3,0,0,A,0,DV,21,4.0,,30,7.0
2,0,0,A,0,DV,21,5.0,,27,6.0
3,0,0,A,0,DV,21,4.0,,27,6.0
3,0,0,M,0,DV,21,3.0,9.0,29,6.0
2,0,0,A,0,DV,21,5.0,,29,6.0
3,0,0,A,0,DV,21,3.0,9.0,29,6.0
2,0,0,A,0,DV,21,4.0,8.0,24,5.0
3,0,0,M,0,DV,21,2.0,8.0,29,6.0
3,0,0,A,0,DV,21,4.0,9.0,27,6.0
2,0,0,A,0,DA,21,2.0,7.0,22,5.0
2,0,0,A,0,DV,21,1.0,6.0,23,5.0
2,0,0,A,0,DV,21,5.0,,26,6.0
2,0,0,A,0,DV,21,7.0,,24,5.0
3,0,0,A,0,DV,21,6.0,,24,5.0
2,0,0,A,0,DV,21,8.0,,19,4.0
3,0,0,A,0,DV,21,1.0,5.0,19,4.0
2,0,0,A,0,DV,21,1.0,5.0,19,4.0
2,0,0,A,0,DA,21,3.0,7.0,23,5.0
3,0,0,M,0,DV,21,5.0,,24,5.0
3,0,0,A,0,DV,21,5.0,9.0,21,5.0
3,2360,0,B,0,DV,21,7.0,,23,5.0
3,0,0,A,0,DV,21,3.0,7.0,20,5.0
2,0,0,M,0,DV,21,2.0,8.0,29,6.0
3,0,0,A,0,DV,21,4.0,9.0,25,6.0
2,0,0,M,0,DV,21,5.0,,25,6.0
3,0,0,A,2,DA,21,2.0,8.0,28,6.0
4,0,0,C,0,DV,21,6.0,,26,6.0
2,0,0,A,0,DV,21,3.0,9.0,27,6.0
2,0,0,A,0,DV,21,2.0,7.0,26,6.0
3,0,0,A,0,DA,21,2.0,7.0,25,6.0
3,0,0,A,0,DV,21,3.0,8.0,25,6.0
3,0,0,A,0,DV,21,6.0,,26,6.0
3,0,0,A,0,DV,21,7.0,,27,6.0
2,0,0,M,0,DV,21,3.0,9.0,29,6.0
3,0,0,M,0,DV,21,3.0,8.0,28,6.0
2,0,0,A,0,DV,21,2.0,7.0,22,5.0
2,0,0,A,0,DV,21,6.0,,25,6.0
3,3259,0,V,0,DV,21,4.0,,28,6.0
2,0,0,M,0,DV,21,5.0,,26,6.0
3,0,0,A,0,DA,21,1.0,6.0,24,5.0
2,0,0,A,0,DV,21,6.0,,25,6.0
3,2630,0,M,0,DV,21,3.0,7.0,22,5.0
3,0,0,A,0,DV,21,7.0,,22,5.0
2,0,0,A,0,DV,21,3.0,7.0,23,5.0
3,0,0,A,0,DV,21,3.0,8.0,25,6.0
3,0,0,A,0,DV,21,3.0,7.0,22,5.0
4,0,0,C,0,DV,21,1.0,6.0,25,6.0
2,0,0,A,0,DV,21,6.0,,22,5.0
3,0,0,A,0,DV,21,1.0,6.0,23,5.0
2,0,0,A,0,DV,21,4.0,8.0,21,5.0
3,0,0,A,0,DV,21,7.0,,31,7.0
2,0,0,A,0,DV,21,7.0,,31,7.0
2,0,0,A,0,DV,21,5.0,,28,6.0
2,0,0,M,2,DV,21,3.0,9.0,28,6.0
3,0,0,A,0,DV,21,2.0,7.0,26,6.0
3,0,0,A,0,DV,21,8.0,,24,5.0
2,0,0,A,0,DV,21,4.0,9.0,26,6.0
2,0,0,M,0,DV,21,7.0,,29,6.0
2,0,0,A,0,DV,21,5.0,,25,6.0
2,0,0,A,0,RA,21,2.0,7.0,24,5.0
2,0,0,A,0,DV,21,1.0,6.0,24,5.0
2,0,0,A,0,DV,21,5.0,,24,5.0
3,0,0,A,0,DV,21,3.0,8.0,27,6.0
3,0,0,A,0,DV,21,6.0,,28,6.0
3,0,0,A,0,DV,21,7.0,,25,6.0
2,2637,0,M,0,DV,21,3.0,7.0,22,5.0
3,0,0,A,0,DV,21,2.0,7.0,23,5.0
3,0,0,M,0,DV,21,5.0,,24,5.0
2,0,0,M,0,DV,21,1.0,7.0,29,6.0
2,0,0,A,0,DV,21,8.0,,25,6.0
2,0,0,D,0,DV,21,6.0,,27,6.0
2,0,0,A,0,DV,21,3.0,8.0,26,6.0
3,0,0,A,0,DA,21,6.0,,24,5.0
3,0,0,A,0,RA,21,5.0,,28,6.0
3,0,0,M,0,DV,21,7.0,,27,6.0
3,0,0,A,0,DV,21,6.0,,23,5.0
2,0,0,A,0,DV,21,4.0,9.0,24,5.0
2,0,0,A,0,DV,21,4.0,9.0,25,6.0
2,0,0,A,0,DV,21,8.0,,25,6.0
2,0,0,A,0,DV,21,7.0,,23,5.0
2,0,0,A,0,DV,21,6.0,,26,6.0
2,0,0,A,0,DV,21,5.0,9.0,20,5.0
3,0,0,A,0,DV,21,7.0,,20,5.0
3,0,0,A,0,DV,21,6.0,,23,5.0
3,0,0,A,0,DV,21,4.0,9.0,26,6.0
3,0,0,A,0,DV,21,6.0,,20,5.0
2,0,0,M,0,DV,21,7.0,,20,5.0
2,0,0,A,0,DV,21,4.0,9.0,22,5.0
3,0,0,A,0,DV,21,2.0,7.0,23,5.0
3,0,0,V,0,DA,21,1.0,6.0,25,6.0
3,0,0,M,2,DA,10,1.0,5.0,20,5.0
3,0,0,A,0,DV,21,3.0,8.0,25,6.0
2,0,1,M,0,DV,21,3.0,8.0,25,6.0
2,0,0,M,0,DA,40,4.0,9.0,21,5.0
2,0,0,A,0,DV,21,2.0,7.0,23,5.0
2,0,0,A,0,DV,21,4.0,8.0,22,5.0
2,0,0,A,0,DV,21,4.0,8.0,24,5.0
2,0,0,A,0,DV,21,6.0,,22,5.0
3,1308,2,U,0,DV,21,1.0,6.0,26,6.0
3,0,0,A,0,DV,21,3.0,7.0,21,5.0
3,0,0,A,0,DV,21,4.0,8.0,21,5.0
2,0,0,M,0,DA,21,1.0,6.0,25,6.0
3,0,0,M,0,DV,21,3.0,7.0,19,4.0
2,0,0,C,0,DV,21,4.0,9.0,25,6.0
3,0,0,B,0,DV,21,3.0,8.0,24,5.0
3,0,0,A,0,DV,21,2.0,6.0,20,5.0
2,0,0,A,0,DV,21,2.0,6.0,20,5.0
3,0,0,M,0,DV,21,5.0,,24,5.0
3,0,0,A,0,DV,21,4.0,8.0,24,5.0
2,0,1,M,0,DV,21,5.0,,26,6.0
3,0,0,A,0,DV,21,7.0,,24,5.0
2,0,0,A,0,DV,21,6.0,,23,5.0
3,0,0,U,0,DA,21,1.0,5.0,24,5.0
2,0,0,A,0,DV,21,4.0,8.0,19,4.0
3,0,0,C,0,DV,21,5.0,9.0,23,5.0
3,0,0,A,0,DA,21,3.0,8.0,25,6.0
3,0,0,A,0,DV,21,5.0,,24,5.0
3,0,1,A,0,DV,21,3.0,7.0,20,5.0
3,0,0,D,0,DV,21,5.0,,24,5.0
2,0,0,A,0,DV,21,6.0,,24,5.0
3,0,0,A,0,DV,21,6.0,,22,5.0
2,0,0,A,0,DV,21,4.0,8.0,20,5.0
2,0,0,A,0,DV,21,1.0,6.0,25,6.0
3,0,0,A,0,DV,21,1.0,5.0,21,5.0
3,0,0,A,0,DV,21,7.0,,19,4.0
2,0,0,A,0,DV,21,5.0,8.0,18,4.0
3,0,0,A,0,DV,21,6.0,,18,4.0
2,0,0,A,0,DV,21,5.0,9.0,23,5.0
2,0,0,A,0,DV,21,7.0,,21,5.0
3,0,0,D,0,DV,21,2.0,6.0,21,5.0
3,2094,2,D,0,DV,21,3.0,7.0,19,4.0
2,0,0,M,0,DV,21,3.0,7.0,21,5.0
3,0,0,A,0,DV,21,4.0,9.0,22,5.0
2,0,0,M,0,DV,21,7.0,,25,6.0
2,0,0,A,0,DV,21,3.0,7.0,19,4.0
3,0,0,A,0,DV,21,4.0,8.0,21,5.0
2,0,0,A,0,DV,21,5.0,9.0,18,4.0
3,0,0,A,0,DV,21,6.0,9.0,17,4.0
3,0,0,A,0,DV,21,4.0,8.0,20,5.0
4,0,0,C,0,DV,21,8.0,,18,4.0
3,0,0,A,2,DA,21,2.0,6.0,22,5.0
2,0,0,A,0,DV,21,7.0,,19,4.0
3,0,0,A,0,DV,21,7.0,,17,4.0
2,0,0,M,0,DV,21,4.0,9.0,23,5.0
3,0,0,A,0,DV,21,5.0,9.0,21,5.0
2,0,0,A,0,DV,21,1.0,5.0,19,4.0
2,2064,1,U,0,DV,21,1.0,6.0,22,5.0
3,0,0,A,0,DV,21,4.0,8.0,19,4.0
2,0,0,A,0,DV,21,1.0,6.0,22,5.0
3,0,3,M,0,DV,21,2.0,6.0,23,5.0
2,0,0,A,0,RA,21,6.0,,23,5.0
3,0,0,M,0,DV,21,4.0,8.0,23,5.0
3,0,0,A,0,DV,21,3.0,7.0,17,4.0
2,0,0,M,0,DV,21,6.0,,23,5.0
3,0,0,M,0,DV,21,5.0,9.0,23,5.0
4,0,0,C,0,DV,10,1.0,5.0,22,5.0
2,2667,1,M,2,DV,21,3.0,7.0,21,5.0
3,0,0,U,0,DV,21,5.0,9.0,21,5.0
3,0,0,A,0,DV,21,4.0,8.0,19,4.0
2,0,0,M,0,DV,21,4.0,,32,7.0
2,2289,0,M,0,DV,21,2.0,9.0,31,7.0
3,0,0,M,0,DV,21,3.0,,32,7.0
3,0,0,A,2,DV,21,3.0,8.0,27,6.0
2,0,0,A,0,DV,21,3.0,9.0,27,6.0
3,0,0,A,0,DV,21,7.0,,31,7.0
2,0,0,A,0,DV,21,7.0,,30,7.0
3,0,0,A,0,DV,21,8.0,,24,5.0
